image1,image2,mos1,mos2,worst1,best1,worst2,best2
Asterix_MultiplicativeGaussianNoise_1.ply,Asterix_MultiplicativeGaussianNoise_4.ply,2.933333333,2.5,2.5,5.0,1.5,5.0
Asterix_MultiplicativeGaussianNoise_1.ply,Asterix_MultiplicativeGaussianNoise_5.ply,2.933333333,2.375,2.5,5.0,1.0,4.5
Asterix_MultiplicativeGaussianNoise_1.ply,Asterix_MultiplicativeGaussianNoise_7.ply,2.933333333,2.214285714,2.5,5.0,1.0,3.5
Asterix_MultiplicativeGaussianNoise_3.ply,Asterix_MultiplicativeGaussianNoise_4.ply,2.633333333,2.5,2.0,5.0,1.5,5.0
Asterix_MultiplicativeGaussianNoise_3.ply,Asterix_MultiplicativeGaussianNoise_5.ply,2.633333333,2.375,2.0,5.0,1.0,4.5
Asterix_MultiplicativeGaussianNoise_3.ply,Asterix_MultiplicativeGaussianNoise_7.ply,2.633333333,2.214285714,2.0,5.0,1.0,3.5
Asterix_MultiplicativeGaussianNoise_4.ply,Asterix_MultiplicativeGaussianNoise_5.ply,2.5,2.375,1.5,5.0,1.0,4.5
Asterix_MultiplicativeGaussianNoise_4.ply,Asterix_MultiplicativeGaussianNoise_7.ply,2.5,2.214285714,1.5,5.0,1.0,3.5
Asterix_MultiplicativeGaussianNoise_5.ply,Asterix_MultiplicativeGaussianNoise_7.ply,2.375,2.214285714,1.0,4.5,1.0,3.5
Asterix_reconstruction_3.ply,Asterix_reconstruction_4.ply,4.0625,3.964285714,2.5,5.0,2.0,5.0
Asterix_reconstruction_3.ply,Asterix_reconstruction_5.ply,4.0625,3.678571429,2.5,5.0,1.5,5.0
Asterix_reconstruction_3.ply,Asterix_reconstruction_6.ply,4.0625,3.678571429,2.5,5.0,1.0,4.5
Asterix_reconstruction_3.ply,Asterix_reconstruction_7.ply,4.0625,3.035714286,2.5,5.0,1.0,3.5
Asterix_reconstruction_4.ply,Asterix_reconstruction_5.ply,3.964285714,3.678571429,2.0,5.0,1.5,5.0
Asterix_reconstruction_4.ply,Asterix_reconstruction_6.ply,3.964285714,3.678571429,2.0,5.0,1.0,4.5
Asterix_reconstruction_4.ply,Asterix_reconstruction_7.ply,3.964285714,3.035714286,2.0,5.0,1.0,3.5
Asterix_reconstruction_5.ply,Asterix_reconstruction_6.ply,3.678571429,3.678571429,1.5,5.0,1.0,4.5
Asterix_reconstruction_5.ply,Asterix_reconstruction_7.ply,3.678571429,3.035714286,1.5,5.0,1.0,3.5
Asterix_reconstruction_6.ply,Asterix_reconstruction_7.ply,3.678571429,3.035714286,1.0,4.5,1.0,3.5
AustralianCattleDog_limitlossyG-lossyA_3.ply,AustralianCattleDog_limitlossyG-lossyA_4.ply,4.142857143,4.214285714,2.5,5.0,2.0,5.0
AustralianCattleDog_limitlossyG-lossyA_3.ply,AustralianCattleDog_limitlossyG-lossyA_5.ply,4.142857143,2.96875,2.5,5.0,1.5,5.0
AustralianCattleDog_limitlossyG-lossyA_3.ply,AustralianCattleDog_limitlossyG-lossyA_6.ply,4.142857143,1.964285714,2.5,5.0,1.0,4.5
AustralianCattleDog_limitlossyG-lossyA_3.ply,AustralianCattleDog_limitlossyG-lossyA_7.ply,4.142857143,1.6875,2.5,5.0,1.0,3.5
AustralianCattleDog_limitlossyG-lossyA_4.ply,AustralianCattleDog_limitlossyG-lossyA_5.ply,4.214285714,2.96875,2.0,5.0,1.5,5.0
AustralianCattleDog_limitlossyG-lossyA_4.ply,AustralianCattleDog_limitlossyG-lossyA_6.ply,4.214285714,1.964285714,2.0,5.0,1.0,4.5
AustralianCattleDog_limitlossyG-lossyA_4.ply,AustralianCattleDog_limitlossyG-lossyA_7.ply,4.214285714,1.6875,2.0,5.0,1.0,3.5
AustralianCattleDog_limitlossyG-lossyA_5.ply,AustralianCattleDog_limitlossyG-lossyA_6.ply,2.96875,1.964285714,1.5,5.0,1.0,4.5
AustralianCattleDog_limitlossyG-lossyA_5.ply,AustralianCattleDog_limitlossyG-lossyA_7.ply,2.96875,1.6875,1.5,5.0,1.0,3.5
AustralianCattleDog_limitlossyG-lossyA_6.ply,AustralianCattleDog_limitlossyG-lossyA_7.ply,1.964285714,1.6875,1.0,4.5,1.0,3.5
AustralianCattleDog_LumaNoise_1.ply,AustralianCattleDog_LumaNoise_3.ply,4.178571429,2.892857143,2.5,5.0,2.0,5.0
AustralianCattleDog_LumaNoise_1.ply,AustralianCattleDog_LumaNoise_4.ply,4.178571429,2.866666667,2.5,5.0,1.5,5.0
AustralianCattleDog_LumaNoise_1.ply,AustralianCattleDog_LumaNoise_5.ply,4.178571429,2.678571429,2.5,5.0,1.0,4.5
AustralianCattleDog_LumaNoise_1.ply,AustralianCattleDog_LumaNoise_7.ply,4.178571429,2.107142857,2.5,5.0,1.0,3.5
AustralianCattleDog_LumaNoise_3.ply,AustralianCattleDog_LumaNoise_4.ply,2.892857143,2.866666667,2.0,5.0,1.5,5.0
AustralianCattleDog_LumaNoise_3.ply,AustralianCattleDog_LumaNoise_5.ply,2.892857143,2.678571429,2.0,5.0,1.0,4.5
AustralianCattleDog_LumaNoise_3.ply,AustralianCattleDog_LumaNoise_7.ply,2.892857143,2.107142857,2.0,5.0,1.0,3.5
AustralianCattleDog_LumaNoise_4.ply,AustralianCattleDog_LumaNoise_5.ply,2.866666667,2.678571429,1.5,5.0,1.0,4.5
AustralianCattleDog_LumaNoise_4.ply,AustralianCattleDog_LumaNoise_7.ply,2.866666667,2.107142857,1.5,5.0,1.0,3.5
AustralianCattleDog_LumaNoise_5.ply,AustralianCattleDog_LumaNoise_7.ply,2.678571429,2.107142857,1.0,4.5,1.0,3.5
aya_limitlossyG-lossyA_3.ply,aya_limitlossyG-lossyA_4.ply,4.34375,3.8125,2.5,5.0,2.0,5.0
aya_limitlossyG-lossyA_3.ply,aya_limitlossyG-lossyA_5.ply,4.34375,2.571428571,2.5,5.0,1.5,5.0
aya_limitlossyG-lossyA_3.ply,aya_limitlossyG-lossyA_6.ply,4.34375,2.125,2.5,5.0,1.0,4.5
aya_limitlossyG-lossyA_3.ply,aya_limitlossyG-lossyA_7.ply,4.34375,1.357142857,2.5,5.0,1.0,3.5
aya_limitlossyG-lossyA_4.ply,aya_limitlossyG-lossyA_5.ply,3.8125,2.571428571,2.0,5.0,1.5,5.0
aya_limitlossyG-lossyA_4.ply,aya_limitlossyG-lossyA_6.ply,3.8125,2.125,2.0,5.0,1.0,4.5
aya_limitlossyG-lossyA_4.ply,aya_limitlossyG-lossyA_7.ply,3.8125,1.357142857,2.0,5.0,1.0,3.5
aya_limitlossyG-lossyA_5.ply,aya_limitlossyG-lossyA_6.ply,2.571428571,2.125,1.5,5.0,1.0,4.5
aya_limitlossyG-lossyA_5.ply,aya_limitlossyG-lossyA_7.ply,2.571428571,1.357142857,1.5,5.0,1.0,3.5
aya_limitlossyG-lossyA_6.ply,aya_limitlossyG-lossyA_7.ply,2.125,1.357142857,1.0,4.5,1.0,3.5
aya_lossless-geom-lossy-attrs_3.ply,aya_lossless-geom-lossy-attrs_4.ply,4.928571429,4.428571429,2.5,5.0,2.0,5.0
aya_lossless-geom-lossy-attrs_3.ply,aya_lossless-geom-lossy-attrs_5.ply,4.928571429,4.433333333,2.5,5.0,1.5,5.0
aya_lossless-geom-lossy-attrs_3.ply,aya_lossless-geom-lossy-attrs_6.ply,4.928571429,3.9375,2.5,5.0,1.0,4.5
aya_lossless-geom-lossy-attrs_3.ply,aya_lossless-geom-lossy-attrs_7.ply,4.928571429,3.03125,2.5,5.0,1.0,3.5
aya_lossless-geom-lossy-attrs_4.ply,aya_lossless-geom-lossy-attrs_5.ply,4.428571429,4.433333333,2.0,5.0,1.5,5.0
aya_lossless-geom-lossy-attrs_4.ply,aya_lossless-geom-lossy-attrs_6.ply,4.428571429,3.9375,2.0,5.0,1.0,4.5
aya_lossless-geom-lossy-attrs_4.ply,aya_lossless-geom-lossy-attrs_7.ply,4.428571429,3.03125,2.0,5.0,1.0,3.5
aya_lossless-geom-lossy-attrs_5.ply,aya_lossless-geom-lossy-attrs_6.ply,4.433333333,3.9375,1.5,5.0,1.0,4.5
aya_lossless-geom-lossy-attrs_5.ply,aya_lossless-geom-lossy-attrs_7.ply,4.433333333,3.03125,1.5,5.0,1.0,3.5
aya_lossless-geom-lossy-attrs_6.ply,aya_lossless-geom-lossy-attrs_7.ply,3.9375,3.03125,1.0,4.5,1.0,3.5
aya_PoissonNoise_3.ply,aya_PoissonNoise_4.ply,4.178571429,3.928571429,2.5,5.0,2.0,5.0
aya_PoissonNoise_3.ply,aya_PoissonNoise_5.ply,4.178571429,4.0,2.5,5.0,1.5,5.0
aya_PoissonNoise_3.ply,aya_PoissonNoise_6.ply,4.178571429,3.5,2.5,5.0,1.0,4.5
aya_PoissonNoise_3.ply,aya_PoissonNoise_7.ply,4.178571429,3.428571429,2.5,5.0,1.0,3.5
aya_PoissonNoise_4.ply,aya_PoissonNoise_5.ply,3.928571429,4.0,2.0,5.0,1.5,5.0
aya_PoissonNoise_4.ply,aya_PoissonNoise_6.ply,3.928571429,3.5,2.0,5.0,1.0,4.5
aya_PoissonNoise_4.ply,aya_PoissonNoise_7.ply,3.928571429,3.428571429,2.0,5.0,1.0,3.5
aya_PoissonNoise_5.ply,aya_PoissonNoise_6.ply,4.0,3.5,1.5,5.0,1.0,4.5
aya_PoissonNoise_5.ply,aya_PoissonNoise_7.ply,4.0,3.428571429,1.5,5.0,1.0,3.5
aya_PoissonNoise_6.ply,aya_PoissonNoise_7.ply,3.5,3.428571429,1.0,4.5,1.0,3.5
Baldness_limitlossyG-lossyA_3.ply,Baldness_limitlossyG-lossyA_4.ply,4.9,3.625,2.5,5.0,2.0,5.0
Baldness_limitlossyG-lossyA_3.ply,Baldness_limitlossyG-lossyA_5.ply,4.9,1.785714286,2.5,5.0,1.5,5.0
Baldness_limitlossyG-lossyA_3.ply,Baldness_limitlossyG-lossyA_6.ply,4.9,1.8,2.5,5.0,1.0,4.5
Baldness_limitlossyG-lossyA_3.ply,Baldness_limitlossyG-lossyA_7.ply,4.9,1.464285714,2.5,5.0,1.0,3.5
Baldness_limitlossyG-lossyA_4.ply,Baldness_limitlossyG-lossyA_5.ply,3.625,1.785714286,2.0,5.0,1.5,5.0
Baldness_limitlossyG-lossyA_4.ply,Baldness_limitlossyG-lossyA_6.ply,3.625,1.8,2.0,5.0,1.0,4.5
Baldness_limitlossyG-lossyA_4.ply,Baldness_limitlossyG-lossyA_7.ply,3.625,1.464285714,2.0,5.0,1.0,3.5
Baldness_limitlossyG-lossyA_5.ply,Baldness_limitlossyG-lossyA_6.ply,1.785714286,1.8,1.5,5.0,1.0,4.5
Baldness_limitlossyG-lossyA_5.ply,Baldness_limitlossyG-lossyA_7.ply,1.785714286,1.464285714,1.5,5.0,1.0,3.5
Baldness_limitlossyG-lossyA_6.ply,Baldness_limitlossyG-lossyA_7.ply,1.8,1.464285714,1.0,4.5,1.0,3.5
Baldness_lossless-geom-lossy-attrs_3.ply,Baldness_lossless-geom-lossy-attrs_4.ply,4.8125,4.392857143,2.5,5.0,2.0,5.0
Baldness_lossless-geom-lossy-attrs_3.ply,Baldness_lossless-geom-lossy-attrs_5.ply,4.8125,4.035714286,2.5,5.0,1.5,5.0
Baldness_lossless-geom-lossy-attrs_3.ply,Baldness_lossless-geom-lossy-attrs_6.ply,4.8125,3.785714286,2.5,5.0,1.0,4.5
Baldness_lossless-geom-lossy-attrs_3.ply,Baldness_lossless-geom-lossy-attrs_7.ply,4.8125,2.607142857,2.5,5.0,1.0,3.5
Baldness_lossless-geom-lossy-attrs_4.ply,Baldness_lossless-geom-lossy-attrs_5.ply,4.392857143,4.035714286,2.0,5.0,1.5,5.0
Baldness_lossless-geom-lossy-attrs_4.ply,Baldness_lossless-geom-lossy-attrs_6.ply,4.392857143,3.785714286,2.0,5.0,1.0,4.5
Baldness_lossless-geom-lossy-attrs_4.ply,Baldness_lossless-geom-lossy-attrs_7.ply,4.392857143,2.607142857,2.0,5.0,1.0,3.5
Baldness_lossless-geom-lossy-attrs_5.ply,Baldness_lossless-geom-lossy-attrs_6.ply,4.035714286,3.785714286,1.5,5.0,1.0,4.5
Baldness_lossless-geom-lossy-attrs_5.ply,Baldness_lossless-geom-lossy-attrs_7.ply,4.035714286,2.607142857,1.5,5.0,1.0,3.5
Baldness_lossless-geom-lossy-attrs_6.ply,Baldness_lossless-geom-lossy-attrs_7.ply,3.785714286,2.607142857,1.0,4.5,1.0,3.5
Baldness_PoissonNoise_3.ply,Baldness_PoissonNoise_4.ply,3.5,4.107142857,2.5,5.0,2.0,5.0
Baldness_PoissonNoise_3.ply,Baldness_PoissonNoise_5.ply,3.5,3.566666667,2.5,5.0,1.5,5.0
Baldness_PoissonNoise_3.ply,Baldness_PoissonNoise_6.ply,3.5,3.428571429,2.5,5.0,1.0,4.5
Baldness_PoissonNoise_3.ply,Baldness_PoissonNoise_7.ply,3.5,3.5,2.5,5.0,1.0,3.5
Baldness_PoissonNoise_4.ply,Baldness_PoissonNoise_5.ply,4.107142857,3.566666667,2.0,5.0,1.5,5.0
Baldness_PoissonNoise_4.ply,Baldness_PoissonNoise_6.ply,4.107142857,3.428571429,2.0,5.0,1.0,4.5
Baldness_PoissonNoise_4.ply,Baldness_PoissonNoise_7.ply,4.107142857,3.5,2.0,5.0,1.0,3.5
Baldness_PoissonNoise_5.ply,Baldness_PoissonNoise_6.ply,3.566666667,3.428571429,1.5,5.0,1.0,4.5
Baldness_PoissonNoise_5.ply,Baldness_PoissonNoise_7.ply,3.566666667,3.5,1.5,5.0,1.0,3.5
Baldness_PoissonNoise_6.ply,Baldness_PoissonNoise_7.ply,3.428571429,3.5,1.0,4.5,1.0,3.5
banjofrog_limitlossyG-lossyA_3.ply,banjofrog_limitlossyG-lossyA_4.ply,4.8,4.357142857,2.5,5.0,2.0,5.0
banjofrog_limitlossyG-lossyA_3.ply,banjofrog_limitlossyG-lossyA_5.ply,4.8,2.8125,2.5,5.0,1.5,5.0
banjofrog_limitlossyG-lossyA_3.ply,banjofrog_limitlossyG-lossyA_6.ply,4.8,2.25,2.5,5.0,1.0,4.5
banjofrog_limitlossyG-lossyA_3.ply,banjofrog_limitlossyG-lossyA_7.ply,4.8,1.785714286,2.5,5.0,1.0,3.5
banjofrog_limitlossyG-lossyA_4.ply,banjofrog_limitlossyG-lossyA_5.ply,4.357142857,2.8125,2.0,5.0,1.5,5.0
banjofrog_limitlossyG-lossyA_4.ply,banjofrog_limitlossyG-lossyA_6.ply,4.357142857,2.25,2.0,5.0,1.0,4.5
banjofrog_limitlossyG-lossyA_4.ply,banjofrog_limitlossyG-lossyA_7.ply,4.357142857,1.785714286,2.0,5.0,1.0,3.5
banjofrog_limitlossyG-lossyA_5.ply,banjofrog_limitlossyG-lossyA_6.ply,2.8125,2.25,1.5,5.0,1.0,4.5
banjofrog_limitlossyG-lossyA_5.ply,banjofrog_limitlossyG-lossyA_7.ply,2.8125,1.785714286,1.5,5.0,1.0,3.5
banjofrog_limitlossyG-lossyA_6.ply,banjofrog_limitlossyG-lossyA_7.ply,2.25,1.785714286,1.0,4.5,1.0,3.5
basketballplayer_lossless-geom-nearlossless-attrs_3.ply,basketballplayer_lossless-geom-nearlossless-attrs_4.ply,4.785714286,4.678571429,2.5,5.0,2.0,5.0
basketballplayer_lossless-geom-nearlossless-attrs_3.ply,basketballplayer_lossless-geom-nearlossless-attrs_5.ply,4.785714286,3.964285714,2.5,5.0,1.5,5.0
basketballplayer_lossless-geom-nearlossless-attrs_3.ply,basketballplayer_lossless-geom-nearlossless-attrs_6.ply,4.785714286,2.678571429,2.5,5.0,1.0,4.5
basketballplayer_lossless-geom-nearlossless-attrs_3.ply,basketballplayer_lossless-geom-nearlossless-attrs_7.ply,4.785714286,1.8125,2.5,5.0,1.0,3.5
basketballplayer_lossless-geom-nearlossless-attrs_4.ply,basketballplayer_lossless-geom-nearlossless-attrs_5.ply,4.678571429,3.964285714,2.0,5.0,1.5,5.0
basketballplayer_lossless-geom-nearlossless-attrs_4.ply,basketballplayer_lossless-geom-nearlossless-attrs_6.ply,4.678571429,2.678571429,2.0,5.0,1.0,4.5
basketballplayer_lossless-geom-nearlossless-attrs_4.ply,basketballplayer_lossless-geom-nearlossless-attrs_7.ply,4.678571429,1.8125,2.0,5.0,1.0,3.5
basketballplayer_lossless-geom-nearlossless-attrs_5.ply,basketballplayer_lossless-geom-nearlossless-attrs_6.ply,3.964285714,2.678571429,1.5,5.0,1.0,4.5
basketballplayer_lossless-geom-nearlossless-attrs_5.ply,basketballplayer_lossless-geom-nearlossless-attrs_7.ply,3.964285714,1.8125,1.5,5.0,1.0,3.5
basketballplayer_lossless-geom-nearlossless-attrs_6.ply,basketballplayer_lossless-geom-nearlossless-attrs_7.ply,2.678571429,1.8125,1.0,4.5,1.0,3.5
basketballplayer_losslessG-limitlossyA_3.ply,basketballplayer_losslessG-limitlossyA_4.ply,4.535714286,4.25,2.5,5.0,2.0,5.0
basketballplayer_losslessG-limitlossyA_3.ply,basketballplayer_losslessG-limitlossyA_5.ply,4.535714286,3.785714286,2.5,5.0,1.5,5.0
basketballplayer_losslessG-limitlossyA_3.ply,basketballplayer_losslessG-limitlossyA_6.ply,4.535714286,3.25,2.5,5.0,1.0,4.5
basketballplayer_losslessG-limitlossyA_3.ply,basketballplayer_losslessG-limitlossyA_7.ply,4.535714286,2.785714286,2.5,5.0,1.0,3.5
basketballplayer_losslessG-limitlossyA_4.ply,basketballplayer_losslessG-limitlossyA_5.ply,4.25,3.785714286,2.0,5.0,1.5,5.0
basketballplayer_losslessG-limitlossyA_4.ply,basketballplayer_losslessG-limitlossyA_6.ply,4.25,3.25,2.0,5.0,1.0,4.5
basketballplayer_losslessG-limitlossyA_4.ply,basketballplayer_losslessG-limitlossyA_7.ply,4.25,2.785714286,2.0,5.0,1.0,3.5
basketballplayer_losslessG-limitlossyA_5.ply,basketballplayer_losslessG-limitlossyA_6.ply,3.785714286,3.25,1.5,5.0,1.0,4.5
basketballplayer_losslessG-limitlossyA_5.ply,basketballplayer_losslessG-limitlossyA_7.ply,3.785714286,2.785714286,1.5,5.0,1.0,3.5
basketballplayer_losslessG-limitlossyA_6.ply,basketballplayer_losslessG-limitlossyA_7.ply,3.25,2.785714286,1.0,4.5,1.0,3.5
basketballplayer_QuantizationNoise_1.ply,basketballplayer_QuantizationNoise_3.ply,3.75,3.214285714,2.5,5.0,2.0,5.0
basketballplayer_QuantizationNoise_1.ply,basketballplayer_QuantizationNoise_4.ply,3.75,3.233333333,2.5,5.0,1.5,5.0
basketballplayer_QuantizationNoise_1.ply,basketballplayer_QuantizationNoise_5.ply,3.75,3.28125,2.5,5.0,1.0,4.5
basketballplayer_QuantizationNoise_1.ply,basketballplayer_QuantizationNoise_7.ply,3.75,2.857142857,2.5,5.0,1.0,3.5
basketballplayer_QuantizationNoise_3.ply,basketballplayer_QuantizationNoise_4.ply,3.214285714,3.233333333,2.0,5.0,1.5,5.0
basketballplayer_QuantizationNoise_3.ply,basketballplayer_QuantizationNoise_5.ply,3.214285714,3.28125,2.0,5.0,1.0,4.5
basketballplayer_QuantizationNoise_3.ply,basketballplayer_QuantizationNoise_7.ply,3.214285714,2.857142857,2.0,5.0,1.0,3.5
basketballplayer_QuantizationNoise_4.ply,basketballplayer_QuantizationNoise_5.ply,3.233333333,3.28125,1.5,5.0,1.0,4.5
basketballplayer_QuantizationNoise_4.ply,basketballplayer_QuantizationNoise_7.ply,3.233333333,2.857142857,1.5,5.0,1.0,3.5
basketballplayer_QuantizationNoise_5.ply,basketballplayer_QuantizationNoise_7.ply,3.28125,2.857142857,1.0,4.5,1.0,3.5
BB8New_C2AI-lossy-geom-lossy-attrs_3.ply,BB8New_C2AI-lossy-geom-lossy-attrs_4.ply,4.892857143,4.464285714,2.5,5.0,2.0,5.0
BB8New_C2AI-lossy-geom-lossy-attrs_3.ply,BB8New_C2AI-lossy-geom-lossy-attrs_5.ply,4.892857143,3.785714286,2.5,5.0,1.5,5.0
BB8New_C2AI-lossy-geom-lossy-attrs_3.ply,BB8New_C2AI-lossy-geom-lossy-attrs_6.ply,4.892857143,3.607142857,2.5,5.0,1.0,4.5
BB8New_C2AI-lossy-geom-lossy-attrs_3.ply,BB8New_C2AI-lossy-geom-lossy-attrs_7.ply,4.892857143,3.357142857,2.5,5.0,1.0,3.5
BB8New_C2AI-lossy-geom-lossy-attrs_4.ply,BB8New_C2AI-lossy-geom-lossy-attrs_5.ply,4.464285714,3.785714286,2.0,5.0,1.5,5.0
BB8New_C2AI-lossy-geom-lossy-attrs_4.ply,BB8New_C2AI-lossy-geom-lossy-attrs_6.ply,4.464285714,3.607142857,2.0,5.0,1.0,4.5
BB8New_C2AI-lossy-geom-lossy-attrs_4.ply,BB8New_C2AI-lossy-geom-lossy-attrs_7.ply,4.464285714,3.357142857,2.0,5.0,1.0,3.5
BB8New_C2AI-lossy-geom-lossy-attrs_5.ply,BB8New_C2AI-lossy-geom-lossy-attrs_6.ply,3.785714286,3.607142857,1.5,5.0,1.0,4.5
BB8New_C2AI-lossy-geom-lossy-attrs_5.ply,BB8New_C2AI-lossy-geom-lossy-attrs_7.ply,3.785714286,3.357142857,1.5,5.0,1.0,3.5
BB8New_C2AI-lossy-geom-lossy-attrs_6.ply,BB8New_C2AI-lossy-geom-lossy-attrs_7.ply,3.607142857,3.357142857,1.0,4.5,1.0,3.5
BB8New_LocalOffset_1.ply,BB8New_LocalOffset_2.ply,3.53125,2.892857143,2.5,5.0,2.0,5.0
BB8New_LocalOffset_1.ply,BB8New_LocalOffset_3.ply,3.53125,2.375,2.5,5.0,1.5,5.0
BB8New_LocalOffset_1.ply,BB8New_LocalOffset_4.ply,3.53125,2.321428571,2.5,5.0,1.0,4.5
BB8New_LocalOffset_1.ply,BB8New_LocalOffset_5.ply,3.53125,1.535714286,2.5,5.0,1.0,3.5
BB8New_LocalOffset_2.ply,BB8New_LocalOffset_3.ply,2.892857143,2.375,2.0,5.0,1.5,5.0
BB8New_LocalOffset_2.ply,BB8New_LocalOffset_4.ply,2.892857143,2.321428571,2.0,5.0,1.0,4.5
BB8New_LocalOffset_2.ply,BB8New_LocalOffset_5.ply,2.892857143,1.535714286,2.0,5.0,1.0,3.5
BB8New_LocalOffset_3.ply,BB8New_LocalOffset_4.ply,2.375,2.321428571,1.5,5.0,1.0,4.5
BB8New_LocalOffset_3.ply,BB8New_LocalOffset_5.ply,2.375,1.535714286,1.5,5.0,1.0,3.5
BB8New_LocalOffset_4.ply,BB8New_LocalOffset_5.ply,2.321428571,1.535714286,1.0,4.5,1.0,3.5
BB8New_LocalRotation_1.ply,BB8New_LocalRotation_2.ply,3.033333333,3.166666667,2.5,5.0,2.0,5.0
BB8New_LocalRotation_1.ply,BB8New_LocalRotation_3.ply,3.033333333,2.464285714,2.5,5.0,1.5,5.0
BB8New_LocalRotation_1.ply,BB8New_LocalRotation_4.ply,3.033333333,1.8,2.5,5.0,1.0,4.5
BB8New_LocalRotation_1.ply,BB8New_LocalRotation_5.ply,3.033333333,1.766666667,2.5,5.0,1.0,3.5
BB8New_LocalRotation_2.ply,BB8New_LocalRotation_3.ply,3.166666667,2.464285714,2.0,5.0,1.5,5.0
BB8New_LocalRotation_2.ply,BB8New_LocalRotation_4.ply,3.166666667,1.8,2.0,5.0,1.0,4.5
BB8New_LocalRotation_2.ply,BB8New_LocalRotation_5.ply,3.166666667,1.766666667,2.0,5.0,1.0,3.5
BB8New_LocalRotation_3.ply,BB8New_LocalRotation_4.ply,2.464285714,1.8,1.5,5.0,1.0,4.5
BB8New_LocalRotation_3.ply,BB8New_LocalRotation_5.ply,2.464285714,1.766666667,1.5,5.0,1.0,3.5
BB8New_LocalRotation_4.ply,BB8New_LocalRotation_5.ply,1.8,1.766666667,1.0,4.5,1.0,3.5
BB8New_SaltpepperNoise_1.ply,BB8New_SaltpepperNoise_3.ply,3.428571429,3.178571429,2.5,5.0,2.0,5.0
BB8New_SaltpepperNoise_1.ply,BB8New_SaltpepperNoise_4.ply,3.428571429,2.785714286,2.5,5.0,1.5,5.0
BB8New_SaltpepperNoise_1.ply,BB8New_SaltpepperNoise_5.ply,3.428571429,2.964285714,2.5,5.0,1.0,4.5
BB8New_SaltpepperNoise_1.ply,BB8New_SaltpepperNoise_7.ply,3.428571429,2.8,2.5,5.0,1.0,3.5
BB8New_SaltpepperNoise_3.ply,BB8New_SaltpepperNoise_4.ply,3.178571429,2.785714286,2.0,5.0,1.5,5.0
BB8New_SaltpepperNoise_3.ply,BB8New_SaltpepperNoise_5.ply,3.178571429,2.964285714,2.0,5.0,1.0,4.5
BB8New_SaltpepperNoise_3.ply,BB8New_SaltpepperNoise_7.ply,3.178571429,2.8,2.0,5.0,1.0,3.5
BB8New_SaltpepperNoise_4.ply,BB8New_SaltpepperNoise_5.ply,2.785714286,2.964285714,1.5,5.0,1.0,4.5
BB8New_SaltpepperNoise_4.ply,BB8New_SaltpepperNoise_7.ply,2.785714286,2.8,1.5,5.0,1.0,3.5
