image1,image2,mos1,mos2,worst1,best1,worst2,best2
banana_tsl_6_tqs_128.ply,banana_tsl_6_tqs_256.ply,79.9250077,61.62952635,4.0,86.0,4.0,78.0
banana_tsl_6_tqs_128.ply,banana_tsl_6_tqs_512.ply,79.9250077,35.85265105,4.0,86.0,5.0,65.0
banana_tsl_6_tqs_256.ply,banana_tsl_6_tqs_512.ply,61.62952635,35.85265105,4.0,78.0,5.0,65.0
banana_tsl_8_tqs_64.ply,banana_tsl_8_tqs_128.ply,84.62807112,86.14465436,5.0,95.0,4.0,86.0
banana_tsl_8_tqs_64.ply,banana_tsl_8_tqs_256.ply,84.62807112,61.90144929,5.0,95.0,4.0,78.0
banana_tsl_8_tqs_64.ply,banana_tsl_8_tqs_512.ply,84.62807112,38.96808477,5.0,95.0,5.0,65.0
banana_tsl_8_tqs_128.ply,banana_tsl_8_tqs_256.ply,86.14465436,61.90144929,4.0,86.0,4.0,78.0
banana_tsl_8_tqs_128.ply,banana_tsl_8_tqs_512.ply,86.14465436,38.96808477,4.0,86.0,5.0,65.0
banana_tsl_8_tqs_256.ply,banana_tsl_8_tqs_512.ply,61.90144929,38.96808477,4.0,78.0,5.0,65.0
cauliflower_gQP_1_tQP_1.ply,cauliflower_gQP_1_tQP_2.ply,87.62483924,69.93401821,20.0,95.0,10.0,85.0
cauliflower_gQP_1_tQP_1.ply,cauliflower_gQP_1_tQP_3.ply,87.62483924,55.86648008,20.0,95.0,0.0,65.0
cauliflower_gQP_1_tQP_2.ply,cauliflower_gQP_1_tQP_3.ply,69.93401821,55.86648008,10.0,85.0,0.0,65.0
cauliflower_gQP_2_tQP_1.ply,cauliflower_gQP_2_tQP_2.ply,77.6400648,61.72646927,20.0,95.0,10.0,85.0
cauliflower_gQP_2_tQP_1.ply,cauliflower_gQP_2_tQP_3.ply,77.6400648,50.22284116,20.0,95.0,0.0,65.0
cauliflower_gQP_2_tQP_2.ply,cauliflower_gQP_2_tQP_3.ply,61.72646927,50.22284116,10.0,85.0,0.0,65.0
cauliflower_gQP_3_tQP_1.ply,cauliflower_gQP_3_tQP_2.ply,34.47364814,27.41161955,20.0,95.0,10.0,85.0
cauliflower_gQP_3_tQP_1.ply,cauliflower_gQP_3_tQP_3.ply,34.47364814,30.23139757,20.0,95.0,0.0,65.0
cauliflower_gQP_3_tQP_2.ply,cauliflower_gQP_3_tQP_3.ply,27.41161955,30.23139757,10.0,85.0,0.0,65.0
cauliflower_gsigma_0_tsigma_8.ply,cauliflower_gsigma_0_tsigma_16.ply,77.76226833,57.42510381,20.0,95.0,10.0,85.0
cauliflower_gsigma_0_tsigma_8.ply,cauliflower_gsigma_0_tsigma_32.ply,77.76226833,40.19071723,20.0,95.0,0.0,65.0
cauliflower_gsigma_0_tsigma_16.ply,cauliflower_gsigma_0_tsigma_32.ply,57.42510381,40.19071723,10.0,85.0,0.0,65.0
cauliflower_gsigma_2_tsigma_8.ply,cauliflower_gsigma_2_tsigma_16.ply,64.1622967,53.13171917,20.0,95.0,10.0,85.0
cauliflower_gsigma_2_tsigma_8.ply,cauliflower_gsigma_2_tsigma_32.ply,64.1622967,31.36818616,20.0,95.0,0.0,65.0
cauliflower_gsigma_2_tsigma_16.ply,cauliflower_gsigma_2_tsigma_32.ply,53.13171917,31.36818616,10.0,85.0,0.0,65.0
cauliflower_gsigma_4_tsigma_8.ply,cauliflower_gsigma_4_tsigma_16.ply,47.85717299,44.40470161,20.0,95.0,10.0,85.0
cauliflower_gsigma_4_tsigma_8.ply,cauliflower_gsigma_4_tsigma_32.ply,47.85717299,27.32584159,20.0,95.0,0.0,65.0
cauliflower_gsigma_4_tsigma_16.ply,cauliflower_gsigma_4_tsigma_32.ply,44.40470161,27.32584159,10.0,85.0,0.0,65.0
cauliflower_level_9.ply,cauliflower_level_7.ply,74.68114942,8.793459623,20.0,95.0,0.0,65.0
cauliflower_level_9.ply,cauliflower_level_8.ply,74.68114942,16.03060304,20.0,95.0,10.0,85.0
cauliflower_level_8.ply,cauliflower_level_7.ply,16.03060304,8.793459623,10.0,85.0,0.0,65.0
cauliflower_pqs_1_qs_16_rounded.ply,cauliflower_pqs_1_qs_32_rounded.ply,90.03846164,63.72945614,5.0,95.0,4.0,86.0
cauliflower_pqs_1_qs_16_rounded.ply,cauliflower_pqs_1_qs_48_rounded.ply,90.03846164,27.07846018,5.0,95.0,4.0,78.0
cauliflower_pqs_1_qs_16_rounded.ply,cauliflower_pqs_1_qs_64_rounded.ply,90.03846164,14.40334861,5.0,95.0,5.0,65.0
cauliflower_pqs_1_qs_32_rounded.ply,cauliflower_pqs_1_qs_48_rounded.ply,63.72945614,27.07846018,4.0,86.0,4.0,78.0
cauliflower_pqs_1_qs_32_rounded.ply,cauliflower_pqs_1_qs_64_rounded.ply,63.72945614,14.40334861,4.0,86.0,5.0,65.0
cauliflower_pqs_1_qs_48_rounded.ply,cauliflower_pqs_1_qs_64_rounded.ply,27.07846018,14.40334861,4.0,78.0,5.0,65.0
cauliflower_tsl_4_tqs_64.ply,cauliflower_tsl_4_tqs_128.ply,61.90399729,42.18869294,5.0,95.0,4.0,86.0
cauliflower_tsl_4_tqs_64.ply,cauliflower_tsl_4_tqs_256.ply,61.90399729,33.13006869,5.0,95.0,4.0,78.0
cauliflower_tsl_4_tqs_64.ply,cauliflower_tsl_4_tqs_512.ply,61.90399729,26.6104176,5.0,95.0,5.0,65.0
cauliflower_tsl_4_tqs_128.ply,cauliflower_tsl_4_tqs_256.ply,42.18869294,33.13006869,4.0,86.0,4.0,78.0
cauliflower_tsl_4_tqs_128.ply,cauliflower_tsl_4_tqs_512.ply,42.18869294,26.6104176,4.0,86.0,5.0,65.0
cauliflower_tsl_4_tqs_256.ply,cauliflower_tsl_4_tqs_512.ply,33.13006869,26.6104176,4.0,78.0,5.0,65.0
cauliflower_tsl_6_tqs_64.ply,cauliflower_tsl_6_tqs_128.ply,75.53395733,64.27065355,5.0,95.0,4.0,86.0
cauliflower_tsl_6_tqs_64.ply,cauliflower_tsl_6_tqs_256.ply,75.53395733,41.86633972,5.0,95.0,4.0,78.0
cauliflower_tsl_6_tqs_64.ply,cauliflower_tsl_6_tqs_512.ply,75.53395733,29.74216566,5.0,95.0,5.0,65.0
cauliflower_tsl_6_tqs_128.ply,cauliflower_tsl_6_tqs_256.ply,64.27065355,41.86633972,4.0,86.0,4.0,78.0
cauliflower_tsl_6_tqs_128.ply,cauliflower_tsl_6_tqs_512.ply,64.27065355,29.74216566,4.0,86.0,5.0,65.0
cauliflower_tsl_6_tqs_256.ply,cauliflower_tsl_6_tqs_512.ply,41.86633972,29.74216566,4.0,78.0,5.0,65.0
cauliflower_tsl_8_tqs_64.ply,cauliflower_tsl_8_tqs_128.ply,92.85136908,79.76526676,5.0,95.0,4.0,86.0
cauliflower_tsl_8_tqs_64.ply,cauliflower_tsl_8_tqs_256.ply,92.85136908,43.98790896,5.0,95.0,4.0,78.0
cauliflower_tsl_8_tqs_64.ply,cauliflower_tsl_8_tqs_512.ply,92.85136908,27.74439609,5.0,95.0,5.0,65.0
cauliflower_tsl_8_tqs_128.ply,cauliflower_tsl_8_tqs_256.ply,79.76526676,43.98790896,4.0,86.0,4.0,78.0
cauliflower_tsl_8_tqs_128.ply,cauliflower_tsl_8_tqs_512.ply,79.76526676,27.74439609,4.0,86.0,5.0,65.0
cauliflower_tsl_8_tqs_256.ply,cauliflower_tsl_8_tqs_512.ply,43.98790896,27.74439609,4.0,78.0,5.0,65.0
mushroom_gQP_1_tQP_1.ply,mushroom_gQP_1_tQP_2.ply,77.73240747,43.61266042,20.0,95.0,10.0,85.0
mushroom_gQP_1_tQP_1.ply,mushroom_gQP_1_tQP_3.ply,77.73240747,36.81092275,20.0,95.0,0.0,65.0
mushroom_gQP_1_tQP_2.ply,mushroom_gQP_1_tQP_3.ply,43.61266042,36.81092275,10.0,85.0,0.0,65.0
mushroom_gQP_2_tQP_1.ply,mushroom_gQP_2_tQP_2.ply,60.55695582,46.37013719,20.0,95.0,10.0,85.0
mushroom_gQP_2_tQP_1.ply,mushroom_gQP_2_tQP_3.ply,60.55695582,30.96539789,20.0,95.0,0.0,65.0
mushroom_gQP_2_tQP_2.ply,mushroom_gQP_2_tQP_3.ply,46.37013719,30.96539789,10.0,85.0,0.0,65.0
mushroom_gQP_3_tQP_1.ply,mushroom_gQP_3_tQP_2.ply,30.04520696,26.24890703,20.0,95.0,10.0,85.0
mushroom_gQP_3_tQP_1.ply,mushroom_gQP_3_tQP_3.ply,30.04520696,20.3048466,20.0,95.0,0.0,65.0
mushroom_gQP_3_tQP_2.ply,mushroom_gQP_3_tQP_3.ply,26.24890703,20.3048466,10.0,85.0,0.0,65.0
mushroom_gsigma_0_tsigma_8.ply,mushroom_gsigma_0_tsigma_16.ply,94.30498452,75.09878823,20.0,95.0,10.0,85.0
mushroom_gsigma_0_tsigma_8.ply,mushroom_gsigma_0_tsigma_32.ply,94.30498452,49.35994386,20.0,95.0,0.0,65.0
mushroom_gsigma_0_tsigma_16.ply,mushroom_gsigma_0_tsigma_32.ply,75.09878823,49.35994386,10.0,85.0,0.0,65.0
mushroom_gsigma_2_tsigma_8.ply,mushroom_gsigma_2_tsigma_16.ply,53.853365,46.54985717,20.0,95.0,10.0,85.0
mushroom_gsigma_2_tsigma_8.ply,mushroom_gsigma_2_tsigma_32.ply,53.853365,38.48644541,20.0,95.0,0.0,65.0
mushroom_gsigma_2_tsigma_16.ply,mushroom_gsigma_2_tsigma_32.ply,46.54985717,38.48644541,10.0,85.0,0.0,65.0
mushroom_gsigma_4_tsigma_8.ply,mushroom_gsigma_4_tsigma_16.ply,43.44282972,37.94959663,20.0,95.0,10.0,85.0
mushroom_gsigma_4_tsigma_8.ply,mushroom_gsigma_4_tsigma_32.ply,43.44282972,25.0118684,20.0,95.0,0.0,65.0
mushroom_gsigma_4_tsigma_16.ply,mushroom_gsigma_4_tsigma_32.ply,37.94959663,25.0118684,10.0,85.0,0.0,65.0
mushroom_level_9.ply,mushroom_level_7.ply,60.86093383,3.822951858,20.0,95.0,0.0,65.0
mushroom_level_9.ply,mushroom_level_8.ply,60.86093383,14.84418465,20.0,95.0,10.0,85.0
mushroom_level_8.ply,mushroom_level_7.ply,14.84418465,3.822951858,10.0,85.0,0.0,65.0
mushroom_pqs_1_qs_16_rounded.ply,mushroom_pqs_1_qs_32_rounded.ply,89.21731077,67.34013651,5.0,95.0,4.0,86.0
mushroom_pqs_1_qs_16_rounded.ply,mushroom_pqs_1_qs_48_rounded.ply,89.21731077,44.95037706,5.0,95.0,4.0,78.0
mushroom_pqs_1_qs_16_rounded.ply,mushroom_pqs_1_qs_64_rounded.ply,89.21731077,36.25293665,5.0,95.0,5.0,65.0
mushroom_pqs_1_qs_32_rounded.ply,mushroom_pqs_1_qs_48_rounded.ply,67.34013651,44.95037706,4.0,86.0,4.0,78.0
mushroom_pqs_1_qs_32_rounded.ply,mushroom_pqs_1_qs_64_rounded.ply,67.34013651,36.25293665,4.0,86.0,5.0,65.0
mushroom_pqs_1_qs_48_rounded.ply,mushroom_pqs_1_qs_64_rounded.ply,44.95037706,36.25293665,4.0,78.0,5.0,65.0
mushroom_tsl_4_tqs_64.ply,mushroom_tsl_4_tqs_128.ply,30.03413945,25.11673039,5.0,95.0,4.0,86.0
mushroom_tsl_4_tqs_64.ply,mushroom_tsl_4_tqs_256.ply,30.03413945,23.09139883,5.0,95.0,4.0,78.0
mushroom_tsl_4_tqs_64.ply,mushroom_tsl_4_tqs_512.ply,30.03413945,15.51013445,5.0,95.0,5.0,65.0
mushroom_tsl_4_tqs_128.ply,mushroom_tsl_4_tqs_256.ply,25.11673039,23.09139883,4.0,86.0,4.0,78.0
mushroom_tsl_4_tqs_128.ply,mushroom_tsl_4_tqs_512.ply,25.11673039,15.51013445,4.0,86.0,5.0,65.0
mushroom_tsl_4_tqs_256.ply,mushroom_tsl_4_tqs_512.ply,23.09139883,15.51013445,4.0,78.0,5.0,65.0
mushroom_tsl_6_tqs_64.ply,mushroom_tsl_6_tqs_128.ply,67.31096329,48.06095734,5.0,95.0,4.0,86.0
mushroom_tsl_6_tqs_64.ply,mushroom_tsl_6_tqs_256.ply,67.31096329,31.50071671,5.0,95.0,4.0,78.0
mushroom_tsl_6_tqs_64.ply,mushroom_tsl_6_tqs_512.ply,67.31096329,19.43317801,5.0,95.0,5.0,65.0
mushroom_tsl_6_tqs_128.ply,mushroom_tsl_6_tqs_256.ply,48.06095734,31.50071671,4.0,86.0,4.0,78.0
mushroom_tsl_6_tqs_128.ply,mushroom_tsl_6_tqs_512.ply,48.06095734,19.43317801,4.0,86.0,5.0,65.0
mushroom_tsl_6_tqs_256.ply,mushroom_tsl_6_tqs_512.ply,31.50071671,19.43317801,4.0,78.0,5.0,65.0
mushroom_tsl_8_tqs_64.ply,mushroom_tsl_8_tqs_128.ply,88.27427314,67.67772932,5.0,95.0,4.0,86.0
mushroom_tsl_8_tqs_64.ply,mushroom_tsl_8_tqs_256.ply,88.27427314,40.49803148,5.0,95.0,4.0,78.0
mushroom_tsl_8_tqs_64.ply,mushroom_tsl_8_tqs_512.ply,88.27427314,25.02467546,5.0,95.0,5.0,65.0
mushroom_tsl_8_tqs_128.ply,mushroom_tsl_8_tqs_256.ply,67.67772932,40.49803148,4.0,86.0,4.0,78.0
mushroom_tsl_8_tqs_128.ply,mushroom_tsl_8_tqs_512.ply,67.67772932,25.02467546,4.0,86.0,5.0,65.0
mushroom_tsl_8_tqs_256.ply,mushroom_tsl_8_tqs_512.ply,40.49803148,25.02467546,4.0,78.0,5.0,65.0
pineapple_gQP_1_tQP_1.ply,pineapple_gQP_1_tQP_2.ply,80.61949084,63.4549413,20.0,95.0,10.0,85.0
pineapple_gQP_1_tQP_1.ply,pineapple_gQP_1_tQP_3.ply,80.61949084,46.0406663,20.0,95.0,0.0,65.0
pineapple_gQP_1_tQP_2.ply,pineapple_gQP_1_tQP_3.ply,63.4549413,46.0406663,10.0,85.0,0.0,65.0
pineapple_gQP_2_tQP_1.ply,pineapple_gQP_2_tQP_2.ply,65.78228073,50.05562483,20.0,95.0,10.0,85.0
pineapple_gQP_2_tQP_1.ply,pineapple_gQP_2_tQP_3.ply,65.78228073,34.38091608,20.0,95.0,0.0,65.0
pineapple_gQP_2_tQP_2.ply,pineapple_gQP_2_tQP_3.ply,50.05562483,34.38091608,10.0,85.0,0.0,65.0
pineapple_gQP_3_tQP_1.ply,pineapple_gQP_3_tQP_2.ply,49.76449396,48.87305811,20.0,95.0,10.0,85.0
pineapple_gQP_3_tQP_1.ply,pineapple_gQP_3_tQP_3.ply,49.76449396,32.0423144,20.0,95.0,0.0,65.0
pineapple_gQP_3_tQP_2.ply,pineapple_gQP_3_tQP_3.ply,48.87305811,32.0423144,10.0,85.0,0.0,65.0
pineapple_gsigma_0_tsigma_8.ply,pineapple_gsigma_0_tsigma_16.ply,84.52102377,71.00193693,20.0,95.0,10.0,85.0
pineapple_gsigma_0_tsigma_8.ply,pineapple_gsigma_0_tsigma_32.ply,84.52102377,46.79505656,20.0,95.0,0.0,65.0
pineapple_gsigma_0_tsigma_16.ply,pineapple_gsigma_0_tsigma_32.ply,71.00193693,46.79505656,10.0,85.0,0.0,65.0
pineapple_gsigma_2_tsigma_8.ply,pineapple_gsigma_2_tsigma_16.ply,54.34960733,46.57022418,20.0,95.0,10.0,85.0
pineapple_gsigma_2_tsigma_8.ply,pineapple_gsigma_2_tsigma_32.ply,54.34960733,33.10576109,20.0,95.0,0.0,65.0
pineapple_gsigma_2_tsigma_16.ply,pineapple_gsigma_2_tsigma_32.ply,46.57022418,33.10576109,10.0,85.0,0.0,65.0
pineapple_gsigma_4_tsigma_8.ply,pineapple_gsigma_4_tsigma_16.ply,39.16435793,37.64440405,20.0,95.0,10.0,85.0
pineapple_gsigma_4_tsigma_8.ply,pineapple_gsigma_4_tsigma_32.ply,39.16435793,32.97754017,20.0,95.0,0.0,65.0
pineapple_gsigma_4_tsigma_16.ply,pineapple_gsigma_4_tsigma_32.ply,37.64440405,32.97754017,10.0,85.0,0.0,65.0
pineapple_level_9.ply,pineapple_level_7.ply,68.22419612,2.239905326,20.0,95.0,0.0,65.0
pineapple_level_9.ply,pineapple_level_8.ply,68.22419612,19.29522572,20.0,95.0,10.0,85.0
pineapple_level_8.ply,pineapple_level_7.ply,19.29522572,2.239905326,10.0,85.0,0.0,65.0
pineapple_pqs_1_qs_16_rounded.ply,pineapple_pqs_1_qs_32_rounded.ply,87.77451825,68.39850184,5.0,95.0,4.0,86.0
pineapple_pqs_1_qs_16_rounded.ply,pineapple_pqs_1_qs_48_rounded.ply,87.77451825,39.87160473,5.0,95.0,4.0,78.0
pineapple_pqs_1_qs_16_rounded.ply,pineapple_pqs_1_qs_64_rounded.ply,87.77451825,23.88089977,5.0,95.0,5.0,65.0
pineapple_pqs_1_qs_32_rounded.ply,pineapple_pqs_1_qs_48_rounded.ply,68.39850184,39.87160473,4.0,86.0,4.0,78.0
pineapple_pqs_1_qs_32_rounded.ply,pineapple_pqs_1_qs_64_rounded.ply,68.39850184,23.88089977,4.0,86.0,5.0,65.0
pineapple_pqs_1_qs_48_rounded.ply,pineapple_pqs_1_qs_64_rounded.ply,39.87160473,23.88089977,4.0,78.0,5.0,65.0
pineapple_tsl_4_tqs_64.ply,pineapple_tsl_4_tqs_128.ply,72.74186109,63.26745992,5.0,95.0,4.0,86.0
pineapple_tsl_4_tqs_64.ply,pineapple_tsl_4_tqs_256.ply,72.74186109,38.95716868,5.0,95.0,4.0,78.0
pineapple_tsl_4_tqs_64.ply,pineapple_tsl_4_tqs_512.ply,72.74186109,22.17458195,5.0,95.0,5.0,65.0
pineapple_tsl_4_tqs_128.ply,pineapple_tsl_4_tqs_256.ply,63.26745992,38.95716868,4.0,86.0,4.0,78.0
pineapple_tsl_4_tqs_128.ply,pineapple_tsl_4_tqs_512.ply,63.26745992,22.17458195,4.0,86.0,5.0,65.0
pineapple_tsl_4_tqs_256.ply,pineapple_tsl_4_tqs_512.ply,38.95716868,22.17458195,4.0,78.0,5.0,65.0
pineapple_tsl_6_tqs_64.ply,pineapple_tsl_6_tqs_128.ply,63.04691124,54.87963725,5.0,95.0,4.0,86.0
pineapple_tsl_6_tqs_64.ply,pineapple_tsl_6_tqs_256.ply,63.04691124,42.95864394,5.0,95.0,4.0,78.0
pineapple_tsl_6_tqs_64.ply,pineapple_tsl_6_tqs_512.ply,63.04691124,22.95752369,5.0,95.0,5.0,65.0
pineapple_tsl_6_tqs_128.ply,pineapple_tsl_6_tqs_256.ply,54.87963725,42.95864394,4.0,86.0,4.0,78.0
pineapple_tsl_6_tqs_128.ply,pineapple_tsl_6_tqs_512.ply,54.87963725,22.95752369,4.0,86.0,5.0,65.0
pineapple_tsl_6_tqs_256.ply,pineapple_tsl_6_tqs_512.ply,42.95864394,22.95752369,4.0,78.0,5.0,65.0
pineapple_tsl_8_tqs_64.ply,pineapple_tsl_8_tqs_128.ply,86.21409658,74.12073085,5.0,95.0,4.0,86.0
pineapple_tsl_8_tqs_64.ply,pineapple_tsl_8_tqs_256.ply,86.21409658,49.59547029,5.0,95.0,4.0,78.0
pineapple_tsl_8_tqs_64.ply,pineapple_tsl_8_tqs_512.ply,86.21409658,30.34832817,5.0,95.0,5.0,65.0
pineapple_tsl_8_tqs_128.ply,pineapple_tsl_8_tqs_256.ply,74.12073085,49.59547029,4.0,86.0,4.0,78.0
pineapple_tsl_8_tqs_128.ply,pineapple_tsl_8_tqs_512.ply,74.12073085,30.34832817,4.0,86.0,5.0,65.0
pineapple_tsl_8_tqs_256.ply,pineapple_tsl_8_tqs_512.ply,49.59547029,30.34832817,4.0,78.0,5.0,65.0
